SI_0102.PGtoVolt:                        pol2:-0.182266,2.760585e-3,-6039.347690e-12
SI_0103.PGtoVolt:                        pol2:-0.167215,2.689702e-3,-3587.798996e-12
SI_0104.PGtoVolt:                        pol2:-0.167537,2.737794e-3,-2167.596135e-12
SI_0105.PGtoVolt:                        pol2:-0.166600,2.701626e-3,-836.363953e-12
SI_0106.PGtoVolt:                        pol2:-0.166695,2.706923e-3,720.981545e-12
SI_0107.PGtoVolt:                        pol2:-0.164104,2.701554e-3,-1057.733135e-12
SI_0108.PGtoVolt:                        pol2:-0.148799,2.773405e-3,-7537.033677e-12
SI_0109.PGtoVolt:                        pol2:-0.176094,2.709991e-3,-1315.485317e-12
SI_0110.PGtoVolt:                        pol2:-0.173462,2.714030e-3,-659.927193e-12
SI_0111.PGtoVolt:                        pol2:-0.176359,2.723019e-3,-103.022891e-12
SI_0112.PGtoVolt:                        pol2:-0.169175,2.724180e-3,1659.746011e-12
SI_0201.PGtoVolt:                        pol2:-0.188056,2.874928e-3,-3773.987735e-12
SI_0203.PGtoVolt:                        pol2:-0.181771,2.871903e-3,3845.557847e-12
SI_0205.PGtoVolt:                        pol2:-0.184189,2.849375e-3,-2471.120880e-12
SI_0207.PGtoVolt:                        pol2:-0.176686,2.842476e-3,-4378.785566e-12
SI_0209.PGtoVolt:                        pol2:-0.176312,2.861206e-3,-4229.859331e-12
SI_0211.PGtoVolt:                        pol2:-0.176655,2.836014e-3,-2223.225674e-12
SI_0213.PGtoVolt:                        pol2:-0.174729,2.820743e-3,-68.597743e-12
SI_0215.PGtoVolt:                        pol2:-0.166205,2.796438e-3,-2542.932952e-12
SI_0217.PGtoVolt:                        pol2:-0.176492,2.794321e-3,443.492859e-12
SI_0219.PGtoVolt:                        pol2:-0.174672,2.768290e-3,836.222596e-12
SI_0221.PGtoVolt:                        pol2:-0.178287,2.790765e-3,434.338028e-12
SI_0223.PGtoVolt:                        pol2:-0.167660,2.851536e-3,743.148463e-12
SI_0301.PGtoVolt:                        pol2:-0.193278,2.831961e-3,-2968.119121e-12
SI_0302.PGtoVolt:                        pol2:-0.191001,2.881890e-3,-1497.067908e-12
SI_0303.PGtoVolt:                        pol2:-0.189242,2.816134e-3,-1936.815178e-12
SI_0304.PGtoVolt:                        pol2:-0.185858,2.865946e-3,84.736176e-12
SI_0305.PGtoVolt:                        pol2:-0.179494,2.835572e-3,-2289.419389e-12
SI_0306.PGtoVolt:                        pol2:-0.181070,2.832725e-3,-813.791853e-12
SI_0307.PGtoVolt:                        pol2:-0.182350,2.855172e-3,1382.934285e-12
SI_0308.PGtoVolt:                        pol2:-0.175967,2.799043e-3,-1672.819731e-12
SI_0309.PGtoVolt:                        pol2:-0.231063,2.915925e-3,-3170.852557e-12
SI_0310.PGtoVolt:                        pol2:-0.232665,2.880108e-3,-6173.495119e-12
SI_0311.PGtoVolt:                        pol2:-0.239771,2.887121e-3,-3528.916767e-12
SI_0312.PGtoVolt:                        pol2:-0.246960,2.926089e-3,-3140.029911e-12
SI_0313.PGtoVolt:                        pol2:-0.236686,2.845656e-3,-2957.174399e-12
SI_0314.PGtoVolt:                        pol2:-0.231552,2.817170e-3,-2824.786948e-12
SI_0315.PGtoVolt:                        pol2:-0.237240,2.840333e-3,-1045.822599e-12
SI_0316.PGtoVolt:                        pol2:-0.230509,2.841577e-3,-3621.097728e-12
SI_0317.PGtoVolt:                        pol2:-0.220665,2.873821e-3,-4595.992982e-12
SI_0318.PGtoVolt:                        pol2:-0.221290,2.825929e-3,-2613.992288e-12
SI_0319.PGtoVolt:                        pol2:-0.226213,2.841439e-3,-2203.709450e-12
SI_0320.PGtoVolt:                        pol2:-0.223259,2.844322e-3,-1644.039983e-12
SI_0321.PGtoVolt:                        pol2:-0.220610,2.846383e-3,-1335.497047e-12
SI_0322.PGtoVolt:                        pol2:-0.222186,2.935973e-3,-518.106511e-12
SI_0323.PGtoVolt:                        pol2:-0.221308,2.859248e-3,85.806029e-12
SI_0401.PGtoVolt:                        pol2:-0.230929,2.903257e-3,-521.450082e-12
SI_0402.PGtoVolt:                        pol2:-0.232891,2.921058e-3,-5400.563840e-12
SI_0403.PGtoVolt:                        pol2:-0.228077,2.924546e-3,-267.227717e-12
SI_0404.PGtoVolt:                        pol2:-0.230198,2.909580e-3,208.369595e-12
SI_0405.PGtoVolt:                        pol2:-0.220342,2.835698e-3,-4112.488508e-12
SI_0406.PGtoVolt:                        pol2:-0.225945,2.915813e-3,-896.060748e-12
SI_0407.PGtoVolt:                        pol2:-0.229785,2.877337e-3,-308.077342e-12
SI_0408.PGtoVolt:                        pol2:-0.231844,2.925523e-3,-1981.407231e-12
SI_0409.PGtoVolt:                        pol2:-0.229982,2.937888e-3,-7023.056528e-12
SI_0410.PGtoVolt:                        pol2:-0.227792,2.877724e-3,-2778.195736e-12
SI_0411.PGtoVolt:                        pol2:-0.223282,2.851522e-3,-934.040597e-12
SI_0412.PGtoVolt:                        pol2:-0.231463,2.887750e-3,-3814.566213e-12
SI_0413.PGtoVolt:                        pol2:-0.224485,2.829253e-3,-2934.065619e-12
SI_0414.PGtoVolt:                        pol2:-0.221267,2.856718e-3,-5693.106226e-12
SI_0415.PGtoVolt:                        pol2:-0.225459,2.882198e-3,-3023.011622e-12
SI_0416.PGtoVolt:                        pol2:-0.226508,2.901019e-3,-1338.022223e-12
SI_0417.PGtoVolt:                        pol2:-0.181311,2.863476e-3,-634.970093e-12
SI_0418.PGtoVolt:                        pol2:-0.185691,2.877259e-3,-291.031261e-12
SI_0419.PGtoVolt:                        pol2:-0.189370,2.904225e-3,-1216.786395e-12
SI_0420.PGtoVolt:                        pol2:-0.193857,2.944822e-3,-155.055502e-12
SI_0421.PGtoVolt:                        pol2:-0.194314,2.930114e-3,-1043.736848e-12
SI_0422.PGtoVolt:                        pol2:-0.198513,2.940295e-3,2805.697321e-12
SI_0423.PGtoVolt:                        pol2:-0.197725,2.924174e-3,2690.122506e-12
SI_0424.PGtoVolt:                        pol2:-0.178647,2.881431e-3,1629.802803e-12
SI_0501.PGtoVolt:                        pol2:-0.180273,2.941675e-3,2035.838106e-12
SI_0502.PGtoVolt:                        pol2:-0.183776,2.968480e-3,1760.583670e-12
SI_0503.PGtoVolt:                        pol2:-0.179927,2.910825e-3,-429.063883e-12
SI_0504.PGtoVolt:                        pol2:-0.187356,2.958865e-3,-2707.117330e-12
SI_0505.PGtoVolt:                        pol2:-0.188059,2.911374e-3,-392.707703e-12
SI_0506.PGtoVolt:                        pol2:-0.186211,2.912592e-3,-1604.429860e-12
SI_0507.PGtoVolt:                        pol2:-0.187005,2.879632e-3,-1185.607102e-12
SI_0508.PGtoVolt:                        pol2:-0.181848,2.930387e-3,-694.794601e-12
SI_0509.PGtoVolt:                        pol2:-0.193131,3.016737e-3,-13435.287040e-12
SI_0510.PGtoVolt:                        pol2:-0.201570,3.019676e-3,-2497.083109e-12
SI_0511.PGtoVolt:                        pol2:-0.200800,3.020810e-3,-7837.860767e-12
SI_0512.PGtoVolt:                        pol2:-0.197858,3.004308e-3,-5403.534887e-12
SI_0513.PGtoVolt:                        pol2:-0.190143,2.976565e-3,-6627.536131e-12
SI_0514.PGtoVolt:                        pol2:-0.194750,2.924513e-3,-1080.175978e-12
SI_0515.PGtoVolt:                        pol2:-0.195023,2.974051e-3,-7023.005295e-12
SI_0516.PGtoVolt:                        pol2:-0.185623,2.988614e-3,-13760.860491e-12
SI_0517.PGtoVolt:                        pol2:-0.196036,2.914805e-3,-1818.610696e-12
SI_0518.PGtoVolt:                        pol2:-0.192026,2.885676e-3,275.782208e-12
SI_0519.PGtoVolt:                        pol2:-0.184789,2.902914e-3,-466.474860e-12
SI_0520.PGtoVolt:                        pol2:-0.188506,2.926070e-3,-2265.341725e-12
SI_0521.PGtoVolt:                        pol2:-0.196025,2.957704e-3,-1178.622925e-12
SI_0522.PGtoVolt:                        pol2:-0.199944,2.931409e-3,-348.943351e-12
SI_0523.PGtoVolt:                        pol2:-0.207120,2.921345e-3,-735.500641e-12
SI_0524.PGtoVolt:                        pol2:-0.196811,2.958510e-3,52.766777e-12
SI_0102.GGtoPG:                          pol1:61.295829,67.324467e-3
SI_0103.GGtoPG:                          pol1:57.490142,67.706775e-3
SI_0104.GGtoPG:                          pol1:55.987258,67.189890e-3
SI_0105.GGtoPG:                          pol1:56.332424,67.568857e-3
SI_0106.GGtoPG:                          pol1:56.029287,67.892006e-3
SI_0107.GGtoPG:                          pol1:55.762700,67.928956e-3
SI_0108.GGtoPG:                          pol1:54.714778,67.268087e-3
SI_0109.GGtoPG:                          pol1:59.040547,66.971288e-3
SI_0110.GGtoPG:                          pol1:57.498693,67.495072e-3
SI_0111.GGtoPG:                          pol1:58.645745,68.084672e-3
SI_0112.GGtoPG:                          pol1:56.172885,67.283795e-3
SI_0201.GGtoPG:                          pol1:60.131720,68.064518e-3
SI_0203.GGtoPG:                          pol1:58.249383,66.919204e-3
SI_0205.GGtoPG:                          pol1:59.499658,68.193277e-3
SI_0207.GGtoPG:                          pol1:57.145984,66.642320e-3
SI_0209.GGtoPG:                          pol1:55.888053,67.780032e-3
SI_0211.GGtoPG:                          pol1:56.527362,67.825028e-3
SI_0213.GGtoPG:                          pol1:55.387219,66.819273e-3
SI_0215.GGtoPG:                          pol1:53.901616,67.435730e-3
SI_0217.GGtoPG:                          pol1:57.279797,67.036354e-3
SI_0219.GGtoPG:                          pol1:57.093680,67.030154e-3
SI_0221.GGtoPG:                          pol1:58.226272,67.592323e-3
SI_0223.GGtoPG:                          pol1:52.818761,67.438052e-3
SI_0301.GGtoPG:                          pol1:60.876256,67.342622e-3
SI_0302.GGtoPG:                          pol1:59.193075,67.792285e-3
SI_0303.GGtoPG:                          pol1:59.354061,66.855434e-3
SI_0304.GGtoPG:                          pol1:57.227654,67.930766e-3
SI_0305.GGtoPG:                          pol1:56.655672,67.814406e-3
SI_0306.GGtoPG:                          pol1:56.701522,68.120594e-3
SI_0307.GGtoPG:                          pol1:56.982498,67.328197e-3
SI_0308.GGtoPG:                          pol1:54.552675,67.332322e-3
SI_0309.GGtoPG:                          pol1:72.961457,67.348638e-3
SI_0310.GGtoPG:                          pol1:73.889207,67.519142e-3
SI_0311.GGtoPG:                          pol1:76.622693,67.662667e-3
SI_0312.GGtoPG:                          pol1:77.098634,67.724491e-3
SI_0313.GGtoPG:                          pol1:76.879543,67.873308e-3
SI_0314.GGtoPG:                          pol1:75.076990,68.290408e-3
SI_0315.GGtoPG:                          pol1:76.688100,67.520631e-3
SI_0316.GGtoPG:                          pol1:74.898017,67.010130e-3
SI_0317.GGtoPG:                          pol1:70.665246,66.966269e-3
SI_0318.GGtoPG:                          pol1:72.162908,67.523859e-3
SI_0319.GGtoPG:                          pol1:73.444092,67.301179e-3
